director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Bill Condon,Oliver Platt,Biography Drama,Liam Neeson,kinsey,Dylan Baker
Sam Raimi,Bridget Fonda,Comedy Fantasy Horror,Patricia Tallman,army of darkness,Embeth Davidtz
Dewey Nicks,Gedde Watanabe,Comedy Romance,Jaime King,slackers,Jim Rash
Lasse Hallström,Leonardo DiCaprio,Drama Romance,Johnny Depp,what's eating gilbert grape,Kevin Tighe
Philip Saville,Alan Van Sprang,Biography Drama History,Henry Ian Cusick,the visual bible: the gospel of john,Scott Handy
Mike Leigh,Sally Hawkins,Crime Drama,Eddie Marsan,vera drake,Imelda Staunton
Daisy von Scherler Mayer,Dash Mihok,Comedy Music Romance,Michael McKean,the guru,Jimi Mistry
Mira Nair,Chazz Palminteri,Comedy Drama Romance,Anjelica Huston,the perez family,Vincent Gallo
Ethan Coen,Max Casella,Drama Music,Justin Timberlake,inside llewyn davis,Alex Karpovsky
Tim Blake Nelson,Andrew Keegan,Drama Romance Thriller,Mekhi Phifer,o,John Heard
William A. Graham,Wayne Pygram,Adventure Drama Romance,Milla Jovovich,return to the blue lagoon,Lisa Pelikan
Martin Ritt,Anthony Zerbe,Drama History,Frank Finlay,the molly maguires,Samantha Eggar
John Turturro,Steve Buscemi,Comedy Musical Romance,Kate Winslet,romance & cigarettes,Eddie Izzard
Agnieszka Holland,David Kennedy,Biography Drama Music,Phyllida Law,copying beethoven,Angus Barnett
Tobe Hooper,Zelda Rubinstein,Fantasy Horror,Heather O'Rourke,poltergeist,Craig T. Nelson
Rowan Joffe,Sean Harris,Crime Drama Thriller,Sam Riley,brighton rock,Geoff Bell
David Hackl,Costas Mandylor,Horror Mystery,Julie Benz,saw v,Scott Patterson
Giuliano Montaldo,Gena Rowlands,Crime Drama Thriller,John Cassavetes,machine gun mccain,Britt Ekland
Lisa Azuelos,Lina Esco,Comedy Drama Romance,Nora Dunn,lol,Alix Freihage
Ray Lawrence,Deborra-Lee Furness,Crime Drama Mystery Thriller,John Howard,jindabyne,Max Cullen
Karan Johar,John Abraham,Drama,Shah Rukh Khan,kabhi alvida naa kehna,Preity Zinta
Oliver Parker,Rupert Everett,Comedy Romance,Minnie Driver,an ideal husband,Jeremy Northam
Ruairi Robinson,Olivia Williams,Horror Sci-Fi Thriller,Romola Garai,the last days on mars,Tom Cullen
Jaume Balagueró,Giancarlo Giannini,Horror,Lena Olin,darkness,Francesc Pagès
Stanley Kubrick,Gary Lockwood,Adventure Mystery Sci-Fi,Keir Dullea,2001: a space odyssey,Glenn Beck
Steven Spielberg,Dee Wallace,Family Sci-Fi,Henry Thomas,e.t. the extra-terrestrial,Peter Coyote
Jon Kasdan,Elena Anaya,Comedy Drama Romance,Kristen Stewart,in the land of women,Dustin Milligan
Léa Pool,Marc Donato,Adventure Drama,William Hurt,the blue butterfly,Raoul Max Trujillo
Floyd Mutrux,Kelli Williams,Comedy Drama,Ricky Schroder,there goes my baby,Seymour Cassel
Sajid Khan,Boman Irani,Comedy,Arjun Rampal,housefull,Riteish Deshmukh
Christopher Cain,Taylor Handley,Drama History Romance Western,Jon Gries,september dawn,Trent Ford
Dean Wright,Eduardo Verástegui,Drama History War,Santiago Cabrera,for greater glory: the true story of cristiada,Catalina Sandino Moreno
Eric Lartigau,Eric Elmosnino,Comedy Drama Music,Karin Viard,la famille bélier,François Damiens
Gus Van Sant,Matt Damon,Drama,Robin Williams,good will hunting,Minnie Driver
Shintaro Shimosawa,Anthony Hopkins,Drama Thriller,Al Pacino,misconduct,Glen Powell
Darren Lynn Bousman,Shawnee Smith,Horror Mystery,Costas Mandylor,saw iii,Leigh Whannell
Ivan Reitman,Harold Ramis,Action Comedy War,Bill Murray,stripes,Judge Reinhold
Peyton Reed,Lindsay Sloane,Comedy Sport,Kirsten Dunst,bring it on,Clare Kramer
James DeMonaco,Joseph Julian Soria,Action Horror Sci-Fi Thriller,Frank Grillo,the purge: election year,Mykelti Williamson
Robert Iscove,Clea DuVall,Comedy Romance,Paul Walker,she's all that,Kieran Culkin
Lee Daniels,Gabourey Sidibe,Drama,Mo'Nique,precious,Mariah Carey
Darren Lynn Bousman,Shawnee Smith,Horror Mystery,Costas Mandylor,saw iv,Angus Macfadyen
Geoffrey Sax,Keegan Connor Tracy,Drama Horror Mystery Thriller,Deborah Kara Unger,white noise,Mike Dopud
Tyler Perry,Cicely Tyson,Comedy Drama Romance,Boris Kodjoe,madea's family reunion,Blair Underwood
Martin Scorsese,Bill Cobbs,Drama Sport,Tom Cruise,the color of money,Mary Elizabeth Mastrantonio
Ken Annakin,Richard Beymer,Action Drama History War,Richard Burton,the longest day,Eddie Albert
Stephen Herek,Shaun Weiss,Comedy Drama Family Sport,Lane Smith,the mighty ducks,Elden Henson
Takashi Shimizu,Clea DuVall,Horror Mystery Thriller,Sarah Michelle Gellar,the grudge,Ted Raimi
Dennis Dugan,Kevin Nealon,Comedy Sport,Adam Sandler,happy gilmore,Frances Bay
Victor Salva,Patricia Belcher,Horror Mystery,Eileen Brennan,jeepers creepers,Jonathan Breck
Stephen Herek,George Carlin,Adventure Comedy Music Sci-Fi,Keanu Reeves,bill & ted's excellent adventure,Al Leong
Carol Reed,Ron Moody,Drama Family Musical,Oliver Reed,oliver!,Jack Wild
John Madden,Penelope Wilton,Comedy Drama,Tom Wilkinson,the best exotic marigold hotel,Celia Imrie
Chuck Sheetz,Andrew Lawrence,Animation Comedy Family Mystery Sci-Fi,Diedrich Bader,recess: school's out,Dabney Coleman
George Miller,Bruce Spence,Action Adventure Sci-Fi Thriller,Tina Turner,mad max beyond thunderdome,Angelo Rossitto
Mark L. Lester,Vernon Wells,Action Adventure Thriller,Bill Duke,commando,Rae Dawn Chong
William Brent Bell,Rupert Evans,Horror Mystery Thriller,Lauren Cohan,the boy,Stephanie Lemelin
John Erick Dowdle,Bokeem Woodbine,Horror Mystery Thriller,Bojana Novakovic,devil,Geoffrey Arend
Marcus Raboy,Mike Epps,Comedy Drama,John Witherspoon,friday after next,Katt Williams
Leigh Whannell,Hayley Kiyoko,Fantasy Horror Thriller,Lin Shaye,insidious: chapter 3,Leigh Whannell
Michael Schultz,Vanity,Action Comedy Drama Music,Mike Starr,the last dragon,Keshia Knight Pulliam
Guy Ritchie,Brad Pitt,Comedy Crime,Jason Statham,snatch,Jason Flemyng
Brett Leonard,Austin O'Brien,Horror Sci-Fi,Jeff Fahey,the lawnmower man,Troy Evans
Peter Sollett,Alexis Dziena,Comedy Drama Music Romance,Ari Graynor,nick and norah's infinite playlist,Aaron Yoo
Kevin Smith,Janeane Garofalo,Adventure Comedy Drama Fantasy,Matt Damon,dogma,George Carlin
Bob Dolman,Eva Amurri Martino,Comedy Drama,Erika Christensen,the banger sisters,Sal Lopez
Joe Dante,Al Leong,Fantasy Horror Sci-Fi,Albert Brooks,twilight zone: the movie,Vic Morrow
Rowdy Herrington,Kevin Tighe,Action Thriller,Ben Gazzara,road house,Kelly Lynch
Keenen Ivory Wayans,Salli Richardson-Whitfield,Action Comedy Crime,Jada Pinkett Smith,a low down dirty shame,Charles S. Dutton
John Polson,Shiri Appleby,Drama Thriller,Erika Christensen,swimfan,Jason Ritter
Greg Coolidge,Danny Woodburn,Comedy Romance,Dane Cook,employee of the month,Jessica Simpson
Harry Elfont,Lauren Ambrose,Comedy Romance,Ethan Embry,can't hardly wait,Charlie Korsmo
Francis Ford Coppola,William Smith,Crime Drama,Tom Cruise,the outsiders,Tom Waits
David Lowery,Oona Laurence,Adventure Family Fantasy,Bryce Dallas Howard,pete's dragon,Isiah Whitlock Jr.
David Cronenberg,Herbert Lom,Horror Sci-Fi Thriller,Tom Skerritt,the dead zone,Anthony Zerbe
Ciarán Foy,James Ransone,Horror Mystery Thriller,Laila Haley,sinister 2,Jaden Klein
Salim Akil,Curtis Armstrong,Drama Music,Omari Hardwick,sparkle,Mike Epps
Jamie Blanks,Jessica Capshaw,Horror Mystery Thriller,Marley Shelton,valentine,Johnny Whitworth
Olatunde Osunsanmi,Will Patton,Mystery Sci-Fi Thriller,Milla Jovovich,the fourth kind,Hakeem Kae-Kazim
Robert Altman,Virginia Madsen,Comedy Drama Music,Meryl Streep,a prairie home companion,Lily Tomlin
Leon Ichaso,Clarence Williams III,Drama Thriller,Khandi Alexander,sugar hill,Steve Harris
Joseph Zito,Richard Lynch,Action Thriller,Billy Drago,invasion u.s.a.,Eddie Jones
Malcolm D. Lee,Brandon T. Jackson,Comedy Drama Music Romance,Jurnee Smollett-Bell,roll bounce,Shad Moss
Wes Anderson,Connie Nielsen,Comedy Drama,Bill Murray,rushmore,Olivia Williams
Colin Strause,Donald Faison,Action Sci-Fi Thriller,David Zayas,skyline,Brittany Daniel
John Madden,Celia Imrie,Comedy Drama,Tina Desai,the second best exotic marigold hotel,Ronald Pickup
Patricia Rozema,Jane Krakowski,Drama Family,Julia Ormond,kit kittredge: an american girl,Willow Smith
Mark Rosman,Chris Noth,Comedy Family Romance,Ben Feldman,the perfect man,Vanessa Lengies
Spike Lee,Nicholas Turturro,Drama Music Romance,Denzel Washington,mo' better blues,Charlie Murphy
Steve Oedekerk,Simon Rhee,Action Comedy,Steve Oedekerk,kung pow: enter the fist,Jennifer Tung
Ron Underwood,Ariana Richards,Comedy Horror Sci-Fi,Reba McEntire,tremors,Michael Gross
Rob Schmidt,Lindy Booth,Horror Thriller,Kevin Zegers,wrong turn,Julian Richings
Walter Hill,David Carradine,Western,Dennis Quaid,the long riders,Randy Quaid
James Foley,Paul Ben-Victor,Action Crime Drama Mystery Thriller,Byron Mann,the corruptor,Kim Chan
Jeff Nichols,Tye Sheridan,Drama,Matthew McConaughey,mud,Sam Shepard
Robert Ben Garant,Thomas Lennon,Comedy Crime,Wendi McLendon-Covey,reno 911!: miami,Carlos Alazraqui
Morgan Spurlock,Zayn Malik,Documentary Music,Harry Styles,one direction: this is us,Niall Horan
Neal Brennan,Noureen DeWulf,Comedy,Rob Riggle,"the goods: live hard, sell hard",Charles Napier
Tuck Tucker,Vincent Schiavelli,Adventure Animation Comedy Family,Jennifer Jason Leigh,hey arnold! the movie,Paul Sorvino
Simon Curtis,Toby Jones,Biography Drama,Eddie Redmayne,my week with marilyn,Julia Ormond
Richard Shepard,Philip Baker Hall,Comedy Crime Drama Thriller,Adam Scott,the matador,Hope Davis
Theodore Witcher,Nia Long,Drama Romance,Leonard Roberts,love jones,Larenz Tate
Joel Edgerton,Allison Tolman,Mystery Thriller,Busy Philipps,the gift,Wendell Pierce
Jim Hanon,Chad Allen,Adventure Drama,Chase Ellison,end of the spear,Jack Guzman
Tommy O'Haver,Kirsten Dunst,Comedy Romance,Mila Kunis,get over it,Carmen Electra
Mike Judge,Stephen Root,Comedy,Gary Cole,office space,Diedrich Bader
Michael Patrick Jann,Kirstie Alley,Comedy Romance Thriller,Kirsten Dunst,drop dead gorgeous,Ellen Barkin
Tim Burton,Danny Huston,Biography Crime Drama Romance,Christoph Waltz,big eyes,Jon Polito
Peter Berg,Daniel Stern,Comedy Crime Thriller,Jon Favreau,very bad things,Jeanne Tripplehorn
Joe Nussbaum,Alexa PenaVega,Comedy Romance,Steve Carell,sleepover,Hunter Parrish
Brian De Palma,Dennis Franz,Mystery Thriller,Melanie Griffith,body double,Gregg Henry
Jorma Taccone,Will Forte,Action Comedy Romance,Jasper Cole,macgruber,Powers Boothe
Stephen Frears,Benedict Wong,Crime Drama Thriller,Sophie Okonedo,dirty pretty things,Sergi López
Elizabeth Banks,Kate Winslet,Comedy,Hugh Jackman,movie 43,Seth MacFarlane
Florian Henckel von Donnersmarck,Angelina Jolie Pitt,Action Romance Thriller,Johnny Depp,the tourist,Rufus Sewell
Jeff Lowell,William Morgan Sheppard,Comedy Fantasy Romance,Stephen Root,over her dead body,Wendi McLendon-Covey
Lorene Scafaria,Mark Moses,Adventure Comedy Drama Romance Sci-Fi,Steve Carell,seeking a friend for the end of the world,Rob Huebel
Miguel Arteta,Stephen Root,Comedy,Kurtwood Smith,cedar rapids,Alia Shawkat
Tony Kaye,Beverly D'Angelo,Crime Drama,Ethan Suplee,american history x,Stacy Keach
Marcus Dunstan,Johanna Braddy,Action Horror Thriller,Daniel Sharman,the collection,Lee Tergesen
Timothy Björklund,Kelsey Grammer,Animation Comedy Family Fantasy Musical,Nathan Lane,teacher's pet,Jerry Stiller
François Girard,Clotilde Mollet,Drama Music Mystery Romance,Johannes Silberschneider,the red violin,Carlo Cecchi
David Lynch,Richard Farnsworth,Biography Drama,Sissy Spacek,the straight story,Everett McGill
Scott Kalvert,James Franco,Action Crime Drama,Norman Reedus,deuces wild,Frankie Muniz
Jason Bateman,Philip Baker Hall,Comedy Drama,Beth Grant,bad words,Patricia Belcher
David Schwimmer,Iddo Goldberg,Comedy Romance Sport,Dylan Moran,"run, fatboy, run",India de Beaufort
Allan Arkush,Randy Quaid,Comedy Sci-Fi,Bernadette Peters,heartbeeps,Christopher Guest
Mike Binder,Gillian Jacobs,Drama,Jennifer Ehle,black or white,Jillian Estell
Eric Bross,Tamala Jones,Comedy Family Romance,Jerry Stiller,on the line,Dave Foley
Werner Herzog,Toby Huss,Adventure Biography Drama War,Christian Bale,rescue dawn,François Chau
Dan Fogelman,Jennifer Garner,Comedy Drama Music,Al Pacino,danny collins,Melissa Benoist
Jay Duplass,Evan Ross,Comedy Drama,Judy Greer,"jeff, who lives at home",Rae Dawn Chong
Luca Guadagnino,Waris Ahluwalia,Drama Romance,Flavio Parenti,i am love,Alba Rohrwacher
John Putch,Diedrich Bader,Drama Mystery Sci-Fi,Robert Picardo,atlas shrugged ii: the strike,Esai Morales
Peter Medak,Michael Wincott,Action Crime Drama Thriller,Gary Oldman,romeo is bleeding,Lena Olin
Steven Soderbergh,Lesley Ann Warren,Crime Drama Mystery Thriller,Peter Fonda,the limey,William Lucking
Paul Haggis,Loretta Devine,Crime Drama Thriller,Don Cheadle,crash,Jennifer Esposito
Terence Davies,Anthony LaPaglia,Drama Romance,Eric Stoltz,the house of mirth,Elizabeth McGovern
Harley Cokeliss,Tracey Walter,Action Drama Thriller,Cliff Robertson,malone,Dennis Burkley
Victor Salva,Tim DeKay,Drama Romance Sport,Scott Mechlowicz,peaceful warrior,Agnes Bruckner
Tom Brady,Kevin Nealon,Comedy,Don Johnson,bucky larson: born to be a star,Nicholas Turturro
Spike Lee,Michael Rapaport,Comedy Drama Music,Gillian White,bamboozled,Jada Pinkett Smith
Jason Zada,Stephanie Vogt,Horror Mystery Thriller,Eoin Macken,the forest,Gen Seto
Franklin J. Schaffner,William Hootkins,Adventure Mystery Thriller,Frank Langella,sphinx,John Gielgud
Noah Baumbach,Maria Dizzia,Comedy Drama,Naomi Watts,while we're young,Dree Hemingway
Chris Weitz,Eddie 'Piolin' Sotelo,Drama Romance,Demián Bichir,a better life,Robert Peters
David Cronenberg,John Neville,Drama Mystery Thriller,Miranda Richardson,spider,Lynn Redgrave
Eric Blakeney,Oliver Platt,Comedy Crime Romance,Liam Neeson,gun shy,Mitch Pileggi
Douglas McGrath,Anne Hathaway,Drama Romance,Charlie Hunnam,nicholas nickleby,Jim Broadbent
Ariel Vromen,James Franco,Biography Crime Drama,Chris Evans,the iceman,Robert Davi
Rakesh Roshan,Rekha,Action Adventure Romance Sci-Fi,Naseeruddin Shah,krrish,Sharat Saxena
John Waters,Melanie Griffith,Comedy Crime Thriller,Alicia Witt,cecil b. demented,Kevin Nealon
William Friedkin,Scott A. Martin,Crime Drama Romance Thriller,Matthew McConaughey,killer joe,Carol Sutton
Derrick Borte,Gary Cole,Comedy Drama,Demi Moore,the joneses,Robert Pralgo
Richard Kwietniowski,Minnie Driver,Crime Drama Thriller,Philip Seymour Hoffman,owning mahowny,Maury Chaykin
Bob Odenkirk,Lee Majors,Comedy,Jenna Fischer,the brothers solomon,Will Forte
Kar-Wai Wong,Norah Jones,Drama Romance,Natalie Portman,my blueberry nights,Adriane Lenox
John Turturro,Ben Gazzara,Drama,Beverly D'Angelo,illuminata,George DiCenzo
Guy Ritchie,Jeanne Tripplehorn,Comedy Romance,Bruce Greenwood,swept away,David Thornton
Joshua Seftel,Sergej Trifunovic,Action Comedy Thriller,Bashar Rahal,"war, inc.",Ned Bellamy
Stephen Chow,Karen Mok,Action Comedy Sport,Wei Zhao,shaolin soccer,Kwok-Kwan Chan
Vincent Gallo,Cheryl Tiegs,Drama,Vincent Gallo,the brown bunny,Anna Vareschi
Claude Chabrol,François Cluzet,Comedy Crime Thriller,Isabelle Huppert,the swindle,Michel Serrault
Jon Stewart,Claire Foy,Biography Drama,Numan Acar,rosewater,Haluk Bilginer
Bigas Luna,Aitana Sánchez-Gijón,Drama Romance,Olivier Martinez,the chambermaid on the titanic,Romane Bohringer
Ralph Fiennes,Ashraf Barhom,Drama Thriller War,Gerard Butler,coriolanus,Lubna Azabal
Dan Harris,Ryan Donowho,Comedy Drama,Kip Pardue,imaginary heroes,Larry Fessenden
Mel Smith,Danny Dyer,Action Comedy Drama,Minnie Driver,high heels and low lifes,Mary McCormack
Bobcat Goldthwait,Daryl Sabara,Comedy Drama,Robin Williams,world's greatest dad,Henry Simmons
Christopher Smith,Toby Stephens,Comedy Horror Thriller,Danny Dyer,severance,Laura Harris
Stuart Gordon,Dulé Hill,Drama Thriller,Joe Mantegna,edmond,Jeffrey Combs
Jake Scott,Ally Sheedy,Drama,Kristen Stewart,welcome to the rileys,Kerry Cahill
Alan Metter,Michael Winslow,Comedy Crime,Christopher Lee,police academy: mission to moscow,G.W. Bailey
Jeb Stuart,Nate Parker,Drama,Ricky Schroder,blood done sign my name,Lee Norris
Rafa Lara,Andrés Montiel,Drama History War,Jorge Luis Moreno,"cinco de mayo, la batalla",William Miller
Michael Radford,Jared Gilman,Comedy Drama Romance,Chris Noth,elsa & fred,James Brolin
Arthur Hiller,Harvey Weinstein,Comedy,Eric Idle,an alan smithee film: burn hollywood burn,Ryan O'Neal
Michael Meredith,Justin Timberlake,Comedy Drama,Jeff Bridges,the open road,Ted Danson
Julio DePietro,Scott Porter,Comedy Romance,Adrian Martinez,the good guy,Aaron Yoo
Katherine Dieckmann,Minnie Driver,Comedy Drama,Stephanie Szostak,motherhood,Anthony Edwards
William Dear,Corbin Bleu,Drama,Madison Pettis,free style,Sandra Echeverría
Kim Farrant,Reef Ireland,Drama Mystery Thriller,Nicholas Hamilton,strangerland,Sean Keenan
Marcus Raboy,Tamala Jones,Comedy Crime Music,Mike Epps,the janky promoters,Glenn Plummer
Scott Marshall,Drew Waters,Comedy Romance,Drew Fuller,blonde ambition,Larry Miller
Álex de la Iglesia,Leonor Watling,Crime Mystery Thriller,Jim Carter,the oxford murders,Danny Sapani
Andrew Traucki,Gyton Grantley,Horror Thriller,Damian Walshe-Howling,the reef,Adrienne Pickering
Michael Clancy,Rip Torn,Comedy Drama,Zooey Deschanel,eulogy,Kelly Preston
Patrick Lussier,Craig Fairbrass,Drama Fantasy Horror Thriller,Teryl Rothery,white noise 2: the light,Adrian Holmes
Robert Adetuyi,Mishael Morgan,Drama Music,Shane Pollard,you got served: beat the world,Chase Armitage
Kari Skogland,Kevin Zegers,Drama Thriller,Jim Sturgess,fifty dead men walking,Michael McElhatton
Taedong Park,Tom Arnold,Adventure Animation,Drake Bell,jungle shuffle,Amanda Troop
Paul Schrader,Ayelet Zurer,Drama War,Veronica Ferres,adam resurrected,Derek Jacobi
Benedikt Erlingsson,Charlotte Bøving,Comedy Drama Romance,Ingvar Eggert Sigurðsson,of horses and men,Sigríður María Egilsdóttir
Gurinder Chadha,Mark Addy,Comedy Drama Horror Romance,Sendhil Ramamurthy,it's a wonderful afterlife,Shabana Azmi
Jason Connery,Henry Rollins,Action Horror Sci-Fi,Ray Winstone,the devil's tomb,Jason London
Vic Sarin,Jesse Moss,Drama Romance,Jimi Mistry,partition,John Light
Jim Issa,Luke Perry,Comedy,Elaine Hendrix,good intentions,Jon Gries
Jee-woon Kim,Woo-sung Jung,Action Adventure Comedy Western,Kang-ho Song,"the good, the bad, the weird",Dal-su Oh
Douglas Aarniokoski,Katrina Bowden,Horror Thriller,Boris Kodjoe,nurse 3d,Kathleen Turner
William Phillips,Callum Rennie,Action Comedy Drama Western,Tyler Mane,gunless,Dustin Milligan
Greg Mottola,Martin Starr,Comedy Drama Romance,Kristen Stewart,adventureland,Wendie Malick
Andy Garcia,Victor Rivers,Drama Romance,Danny Pino,the lost city,Enrique Murciano
Steve Carr,Mike Epps,Comedy,John Witherspoon,next friday,Rolando Molina
Sarik Andreasyan,Jordana Brewster,Action Crime Drama Thriller,Hayden Christensen,american heist,Akon
Lewis Gilbert,Burt Kwouk,Action Adventure Thriller,Donald Pleasence,you only live twice,Desmond Llewelyn
Julian Gilbey,Alfie Allen,Action Comedy Crime Drama,Mem Ferda,plastic,Malese Jow
Michael Haneke,Emmanuelle Riva,Drama Romance,Isabelle Huppert,amour,Jean-Louis Trintignant
Gary Sherman,Heather O'Rourke,Horror Thriller,Tom Skerritt,poltergeist iii,Zelda Rubinstein
Valeri Milev,Roger Cross,Action Horror,Daniella Alonso,re-kill,Jesse Garcia
Stanley Kramer,Sid Caesar,Action Adventure Comedy Crime,Jonathan Winters,"it's a mad, mad, mad, mad world",Spencer Tracy
Pedro Almodóvar,Lola Dueñas,Comedy Crime Drama Mystery,Carmen Maura,volver,Antonio de la Torre
Gerald Potterton,Joe Flaherty,Adventure Animation Fantasy Horror Sci-Fi,John Vernon,heavy metal,Don Francks
Jared Hess,Michael Angarano,Adventure Comedy Sci-Fi,Jizelle Jade,gentlemen broncos,Héctor Jiménez
Richard Loncraine,Jim Broadbent,Drama War,Robert Downey Jr.,richard iii,Kristin Scott Thomas
David Hackl,Michaela McManus,Action Horror Thriller,Scott Glenn,into the grizzly maze,Luisa D'Oliveira
Anurag Basu,Steven Michael Quezada,Action Drama Romance Thriller,Bárbara Mori,kites,Kabir Bedi
Lars von Trier,Kirsten Dunst,Drama Sci-Fi,Alexander Skarsgård,melancholia,Charlotte Rampling
Kriv Stenders,Keisha Castle-Hughes,Biography Comedy Drama Family Romance,Noah Taylor,red dog,Luke Ford
