movie_title,recommend,
the four seasons,"['the story of us', 'bottle shock', 'what just happened', 'in good company', 'the women', 'st. vincent', 'sex and the city 2', 'young adult', 'the last five years', 'celeste & jesse forever', 'under the tuscan sun', ""a dog's purpose"", 'going in style', 'the babymoon', 'stepmom', 'friends with money', 'how stella got her groove back', 'wilson', ""what to expect when you're expecting"", 'living out loud', 'enough said']",
dressed to kill,"['blow out', 'body double', 'cube', 'femme fatale', 'the black dahlia', 'snake eyes', 'mean streets', 'redacted', 'a perfect getaway', 'the words', 'identity', 'righteous kill', 'the untouchables', 'the boy', 'mission: impossible', 'eastern promises', 'secret window', ""jacob's ladder"", 'the call of cthulhu', 'disturbing behavior', 'the i inside']",
the adventures of huck finn,"['beverly hills chihuahua', 'six days seven nights', 'walking and talking', 'catfight', 'thomas and the magic railroad', 'holes', 'winnie the pooh', 'the little vampire', 'hoot', 'the spongebob squarepants movie', ""losin' it"", ""a dog's purpose"", 'extremely loud & incredibly close', 'the iron giant', 'monsters vs. aliens', 'imagine that', 'christmas with the kranks', 'marley & me', 'goosebumps', 'little women', 'the mighty ducks']",
go,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
friends with money,"['walking and talking', 'enough said', 'lovely & amazing', 'the last five years', 'under the tuscan sun', 'the good night', 'the incredibly true adventure of two girls in love', 'obvious child', 'please give', ""you've got mail"", 'what just happened', 'in good company', 'i think i love my wife', 'the mirror has two faces', 'the women', 'saving face', 'love & other drugs', 'how to deal', 'the perez family', 'bride & prejudice', '200 cigarettes']",
the andromeda strain,"['mean streets', 'contact', 'deep impact', 'capricorn one', 'the discovery', 'insurgent', 'supernova', 'star trek: the motion picture', 'firestarter', 'the omega code', 'the butterfly effect', 'the chronicles of riddick', 'red planet', 'riddick', 'allegiant', 'phenomenon', 'godsend', 'clockstoppers', 'agent cody banks 2: destination london', 'cream', 'the lazarus effect']",
bats,"['pandorum', 'the island of dr. moreau', 'the last days on mars', 'midnight in the garden of good and evil', 'a sound of thunder', 'vessel', 'hollow man', 'supernova', 'firestarter', 'the purge: election year', 'grabbers', 'blade ii', 'red planet', 'dreamcatcher', 'pulse', 'willard', 'quarantine', 'the purge', 'victor frankenstein', 'godsend', 'lifeforce']",
nowhere in africa,"['berlin syndrome', 'coco before chanel', 'cadillac records', 'a hidden life', 'unbroken', 'copying beethoven', 'bella', ""schindler's list"", 'the 33', 'bright star', 'bridget jones: the edge of reason', 'julie & julia', 'mcfarland usa', 'a league of their own', 'lords of dogtown', 'joe dirt', 'tea with mussolini', 'aimee & jaguar', 'their finest', 'hanging up', 'lion of the desert']",
shame,"['american ninja 2: the confrontation', '13 hours', ""jacob's ladder"", 'steve jobs', 'the standoff at sparrow creek', 'deuces wild', 'slacker uprising', 'the grey', 'auto focus', 'supercross', 'me and orson welles', 'tristram shandy: a cock and bull story', 'the express', 'the counselor', 'haywire', 'two lovers', 'prefontaine', 'norman: the moderate rise and tragic fall of a new york fixer', 'the goldfinch', 'don jon', 'dead man down']",
layer cake,"['no country for old men', 'child 44', 'rocknrolla', 'the postman always rings twice', 'killing them softly', 'goodfellas', 'we own the night', 'the counselor', 'sexy beast', 'run all night', 'city of tiny lights', 'collateral', 'freeway', 'bronson', 'the silence of the lambs', 'the french connection', 'death sentence', 'the whole ten yards', 'training day', 'street kings', 'clear and present danger']",
the work and the glory ii: american zion,"['the work and the glory', 'fifty shades darker', 'the sisters brothers', 'little women', 'the beguiled', 'a million little pieces', 'the craft', 'fifty shades freed', 'character', ""tommy's honour"", 'eighth grade', 'the house of mirth', 'gauguin – voyage de tahiti', 'legends of the fall', 'the lucky one', 'harley davidson and the marlboro man', 'the boy in the striped pajamas', 'little women', 'marley & me', 'anna karenina', 'texas rangers']",
the east,"['wild card', 'freddy vs. jason', 'the aftermath', 'the curious case of benjamin button', ""smilla's sense of snow"", 'straw dogs', 'tomato red', 'kit kittredge: an american girl', 'swimfan', 'raise the titanic', 'my son', 'secret in their eyes', 'white noise 2: the light', 'dawn patrol', 'fast color', 'sound of my voice', 'the losers', 'eye of the beholder', 'sugar hill', 'novocaine', 'freeze frame']",
a home at the end of the world,"['adore', ""winter's tale"", 'arn: the knight templar', 'tuck everlasting', 'every day', 'the seagull', 'blast from the past', 'message in a bottle', 'the last station', 'a single man', 'anna karenina', 'the best of me', 'the pallbearer', 'nothing but a man', 'the princess bride', 'the postman always rings twice', '12 strong', 'unbreakable', 'take me home tonight', 'the rules of attraction', 'flicka']",
aberdeen,"['return to montauk', 'life during wartime', 'melancholia', 'the lucky ones', 'swimming pool', 'restless', 'the sense of an ending', ""bridget jones's diary"", 'the verdict', 'never let me go', 'transamerica', 'cold pursuit', 'the duchess', 'the godfather: part iii', 'trees lounge', 'down for life', 'woman thou art loosed', 'the pet', 'everything put together', '3 backyards', 'pierrot le fou']",
the messenger,"['trees lounge', 'i think i love my wife', 'supercross', 'the lucky ones', 'youth in revolt', 'and so it goes', 'green zone', 'sunshine state', 'lovely still', 'raising victor vargas', 'earth', 'love jones', 'partition', 'trust the man', 'forty shades of blue', 'fetching cody', ""paris je t'aime"", 'the incredible burt wonderstone', 'saint john of las vegas', 'walking and talking', 'a very long engagement']",
tracker,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
control,"['the baader meinhof complex', 'rush', 'dreamgirls', 'the city of your final destination', 'downfall', 'that thing you do!', ""jesus' son"", 'ray', 'begin again', 'the last time i committed suicide', ""i'm not there."", 'dreaming of joseph lees', 'forty shades of blue', 'walk hard: the dewey cox story', 'jersey boys', 'cadillac records', 'day one', 'songcatcher', 'the business of fancydancing', 'yesterday was a lie', 'basquiat']",
the terminator,"['terminator salvation', 'megiddo: the omega code 2', 'terminator genisys', 'terminator 3: rise of the machines', 'terminator 2: judgment day', 'battle for the planet of the apes', 'ghost in the shell', 'aliens', 'def-con 4', 'the 6th day', 'the running man', 'the purge: election year', 'conquest of the planet of the apes', 'death race 2000', ""logan's run"", 'the one', 'logan', 'transformers', 'allegiant', 'clockstoppers', 'robocop 3']",
good bye lenin!,"['jersey girl', 'poetic justice', 'walk the line', 'stomp the yard', 'garden state', 'the vow', 'poseidon', 'p.s. i love you', 'chocolat', 'birth', 'the singles ward', 'cold mountain', 'shall we dance', 'goal! the dream begins', 'the lucky one', 'the lives of others', 'raising helen', 'the theory of everything', 'spanglish', 'mercury rising', 'about a boy']",
the damned united,"['the rocket: the legend of rocket richard', 'born on the fourth of july', 'the express', 'against the ropes', 'goal! the dream begins', '42', 'bloodsport', 'bobby jones: stroke of genius', 'the hurricane', 'the fighter', 'the 5th quarter', 'we are marshall', 'the greatest game ever played', 'eddie the eagle', 'raging bull', 'unbroken', 'secretariat', 'florence foster jenkins', 'without limits', 'the color of money', 'prefontaine']",
the return of the living dead,"['the last days on mars', 'return of the living dead iii', 'resident evil: afterlife', 'fido', ""the dead don't die"", 'dylan dog: dead of night', 'detention', 'grabbers', 'zmd: zombies of mass destruction', 'graduation day', 'the dead undead', 'resident evil: apocalypse', 'resident evil: extinction', 'frankenweenie', 'the lost skeleton of cadavra', 'resident evil: vendetta', 'zombieland', 'the walking deceased', 'the toxic avenger part ii', 'how to talk to girls at parties', 'mars needs moms']",
mallrats,"['clerks ii', 'chasing amy', 'jay and silent bob strike back', 'clerks', 'zack and miri make a porno', 'harvard man', 'hitch', 'the sweetest thing', 'jersey girl', 'come early morning', 'ira & abby', 'permission', 'dogma', 'little black book', 'my big fat greek wedding 2', 'darling companion', 'always woodstock', '16 to life', 'cop out', 'macgruber', 'walking and talking']",
grease,"[""isn't she great"", 'west side story', 'rent', 'high school musical 3: senior year', 'show boat', ""neal 'n' nikki"", 'from justin to kelly', 'up close & personal', 'the magic flute', 'step up', ""marilyn hotchkiss' ballroom dancing and charm school"", ""alexander's ragtime band"", 'yesterday was a lie', 'the phantom of the opera', 'mamma mia!', 'high school musical', 'romance & cigarettes', 'drive me crazy', 'fiddler on the roof', 'top hat', 'burlesque']",
platoon,"['born on the fourth of july', 'gettysburg', 'we were soldiers', 'the doors', 'flight of the intruder', 'passchendaele', ""one man's hero"", 'wall street: money never sleeps', 'miracle at st. anna', 'warrior', ""what's eating gilbert grape"", 'the thin red line', 'fort mccoy', 'the cleanse', 'tusk', 'little boy', 'jfk', 'rescue dawn', 'salvador', 'talk radio', 'dracula untold']",
fahrenheit 9/11,"['fahrenheit 11/9', 'slacker uprising', 'bowling for columbine', 'roger & me', 'sicko', 'capitalism: a love story', '12 strong', 'little boy', 'swing vote', 'arn: the knight templar', 'jakob the liar', 'sand castle', 'the contender', 'air bud', 'wag the dog', 'no end in sight', 'g.i. jane', 'pain & gain', 'passchendaele', 'catch-22', 'steve jobs']",
butch cassidy and the sundance kid,"['casino jack', 'eye of the dolphin', 'the sting', 'blow', 'escape from alcatraz', 'confessions of a dangerous mind', 'appaloosa', 'the hate u give', 'the assassination of jesse james by the coward robert ford', 'silverado', 'men of honor', 'machine gun preacher', 'the greatest story ever told', 'infamous', 'kill the messenger', ""gangster's paradise: jerusalema"", 'wyatt earp', 'free state of jones', 'j. edgar', 'the rocket: the legend of rocket richard', 'novocaine']",
mary poppins,"['mary poppins returns', 'goosebumps', 'charlie and the chocolate factory', 'the muppet christmas carol', 'enchanted', 'the shaggy dog', 'ramona and beezus', ""cats don't dance"", 'the boxtrolls', 'paddington', 'tangled', 'from justin to kelly', 'the cat in the hat', 'stuart little', 'christopher robin', 'little', 'aladdin', 'happy feet 2', ""legends of oz: dorothy's return"", 'pinocchio', 'thunder and the house of magic']",
ordinary people,"['charlie bartlett', 'the judge', 'funny people', 'what they had', 'a beautiful mind', 'four christmases', 'woman in gold', 'radio flyer', 'remember me', 'shooting the warwicks', 'the discovery', 'showgirls', 'the house of mirth', 'lucky you', 'this is where i leave you', 'the squid and the whale', 'cast away', 'the legend of bagger vance', 'predator 2', 'in dreams', 'blue valentine']",
west side story,"['show boat', 'the last five years', 'the phantom of the opera', 'rent', 'dom hemingway', 'rock of ages', 'the magic flute', 'step up', 'confessions of a dangerous mind', 'hannibal rising', 'stone cold', 'a thin line between love and hate', 'grease', 'burlesque', 'out of time', '16 blocks', 'colombiana', 'fame', 'romeo + juliet', 'bride & prejudice', ""singin' in the rain""]",
caddyshack,"['multiplicity', 'bedazzled', 'stripes', 'michael jordan to the max', 'daddy day camp', 'groundhog day', 'rushmore', 'kingpin', 'garfield 2', 'aloha', 'garfield', 'the grand budapest hotel', 'dumb and dumber to', 'ready to rumble', 'happy gilmore', 'the greatest game ever played', 'st. vincent', 'space jam', 'the royal tenenbaums', 'get low', 'isle of dogs']",
the brothers,"['the brothers grimm', 'brother', 'juwanna mann', 'the rugrats movie', 'duets', 'darling companion', 'the joneses', 'action point', 'kiss the girls', 'jumping the broom', 'driving lessons', 'saint john of las vegas', 'the laundromat', 'how do you know', ""barney's version"", 'our idiot brother', 'friday', 'for here or to go?', 'the hustle', 'tadpole', 'the seagull']",
the wood,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
the usual suspects,"['midnight in the garden of good and evil', 'l.a. confidential', 'suspect zero', 'beyond the sea', 'glengarry glen ross', 'the betrayed', 'cop out', 'albino alligator', 'deterrence', 'the negotiator', 'moon', 'sea of love', 'casino jack', 'the life of david gale', 'the salton sea', 'jade', 'knockaround guys', 'a few good men', '21', 'max payne', 'billionaire boys club']",
