movie_title,recommend
kung fu hustle,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
the country bears,"['winnie the pooh', 'the jungle book 2', 'happy feet 2', 'high school musical 3: senior year', 'secondhand lions', 'hannah montana: the movie', 'furry vengeance', 'the pirates! band of misfits', 'alvin and the chipmunks: the squeakquel', 'high school musical 2', 'finding nemo', 'step up 3d', 'dudley do-right', 'the master of disguise', 'dodgeball: a true underdog story', 'the ladykillers', ""marilyn hotchkiss' ballroom dancing and charm school"", 'alvin and the chipmunks: the road chip', 'the muppets', 'rio', 'cats & dogs: the revenge of kitty galore']"
the kite runner,"['everything put together', 'machine gun preacher', 'princess kaiulani', 'the square', '12 Strong', 'stranger than fiction', 'finding neverland', ""monster's ball"", 'lone survivor', 'lions for lambs', 'Foxtrot', 'flash of genius', 'fiza', 'the nativity story', 'blood ties', 'wild', 'the sixth sense', 'quantum of solace', 'did you hear about the morgans?', 'the virgin suicides', 'What They Had']"
21 grams,"['birdman or (the unexpected virtue of ignorance)', 'birth', 'adore', 'The Glass Castle', 'city of angels', 'things we lost in the fire', 'dream house', 'biutiful', 'poetic justice', 'babel', 'the international', 'j. edgar', 'st. vincent', 'children of men', 'fair game', 'premonition', 'mother and child', 'The Book of Henry', 'the impossible', 'The Exception', ""while we're young""]"
paparazzi,"['2 fast 2 furious', 'secret in their eyes', 'the international', 'the marine', 'El Camino: A Breaking Bad Movie', 'rocknrolla', 'tears of the sun', 'cradle 2 the grave', 'legend', 'faster', 'the corruptor', 'Cold Pursuit', 'getaway', 'running scared', 'ca$h', 'the protector', 'dum maaro dum', 'brick mansions', 'mad city', 'unleashed', 'the losers']"
a guy thing,"['conversations with other women', 'elsa & fred', 'christmas mail', 'how to lose a guy in 10 days', 'snow day', 'american wedding', 'the dilemma', 'wonder boys', 'much ado about nothing', 'dear wendy', 'how to be a player', 'herbie fully loaded', '17 again', 'about a boy', ""my best friend's girl"", 'in the land of women', 'Plus One', ""what to expect when you're expecting"", 'take me home tonight', 'what happens in vegas', 'my big fat greek wedding 2']"
loser,"['vamps', 'clueless', 'the prince and me', 'damsels in distress', 'remember me', 'sydney white', 'the sisterhood of the traveling pants 2', 'home for the holidays', 'lol', 'mean girls', 'just wright', 'ira & abby', 'chasing liberty', 'Thick Lashes of Lauri Mäntyvaara', 'baby mama', 'chasing papi', 'boynton beach club', 'always woodstock', '16 to life', 'love letters', 'six days seven nights']"
capitalism: a love story,"['roger & me', 'slacker uprising', 'bowling for columbine', 'Fahrenheit 11/9', 'sicko', 'lucky numbers', 'inside job', 'pain & gain', 'fahrenheit 9/11', ""charlie's angels: full throttle"", 'kill bill: vol. 2', 'haywire', 'falcon rising', 'Unlocked', 'The Reagan Show', 'the great train robbery', 'steve jobs', 'below zero', 'transformers', 'Superfly', 'michael jordan to the max']"
the greatest story ever told,"['winnie mandela', 'machine gun preacher', 'ip man 3', 'casino jack', 'gandhi, my father', 'queen of the mountains', 'harrison montgomery', 'cleopatra', 'secretariat', 'mandela: long walk to freedom', 'lawrence of arabia', 'son of god', 'solomon and sheba', 'one night with the king', 'flash of genius', 'lovely, still', 'the aviator', 'saving mr. banks', 'the young victoria', 'jefferson in paris', 'united passions']"
secret in their eyes,"['the pelican brief', 'paparazzi', 'kill the messenger', 'lords of london', 'duplicity', 'now you see me', 'mary reilly', 'enough', 'conspiracy theory', 'blood ties', 'city by the sea', 'the net', 'hostage', 'jonah hex', 'extreme measures', 'sea of love', 'suspect zero', 'unbreakable', 'the gunman', 'money monster', ""the caveman's valentine""]"
disaster movie,"['epic movie', 'meet the spartans', 'vampires suck', 'me, myself & irene', 'The Oath', 'Eat Locals', 'scary movie 4', 'date movie', 'the hebrew hammer', 'clerks ii', 'starsky & hutch', ""he's just not that into you"", 'a haunted house', 'scary movie 5', 'stan helsing', 'get over it', 'friday', 'snatch', 'kevin hart: let me explain', 'big mommas: like father, like son', 'neighbors']"
armored,"['takers', 'heist', 'american heist', '2 guns', '30 minutes or less', 'cellular', 'The Hurricane Heist', ""Ocean's 8"", 'blue streak', 'cradle 2 the grave', 'robocop 3', 'set it off', 'blood and wine', 'Sleepless', 'the man who knew too little', 'the fugitive', 'the stepfather', 'kansas city', 'killing them softly', '3000 miles to graceland', 'four brothers']"
the man who knew too little,"[""charlie's angels"", 'the protector', 'loaded weapon 1', 'american heist', 'red 2', 'the november man', 'iBoy', 'a good day to die hard', 'money train', 'exit wounds', 'made', 'blue streak', 'the mask', 'entrapment', 'one for the money', 'rush hour 3', 'rush hour 2', 'the sentinel', 'Stuber', 'hollywood homicide', 'xxx: state of the union']"
what's your number?,"['youth in revolt', ""nick and norah's infinite playlist"", 'who killed the electric car?', 'how to be single', 'snow day', 'celeste & jesse forever', 'for your consideration', 'ghostbusters', 'just like heaven', 'the pallbearer', 'renaissance man', 'about a boy', 'simply irresistible', 'barry munday', 'the rules of attraction', 'darling companion', 'i love you, beth cooper', 'woman on top', 'i think i love my wife', 'head over heels', 'top five']"
lockout,"['jason x', 'elysium', 'the purge: election year', 'the chronicles of riddick', 'allegiant', 'lost in space', 'guardians of the galaxy', 'gravity', 'the time machine', 'destiny', 'escape from l.a.', 'Guardians of the Galaxy Vol. 2', 'the saint', 'oblivion', 'the wolverine', 'dragonball: evolution', 'g.i. joe: the rise of cobra', 'jupiter ascending', 'stealth', 'the core', 'megiddo: the omega code 2']"
envy,"['man of the year', 'The House', 'mean girls', 'an everlasting piece', 'baby mama', 'what just happened', 'free birds', 'diner', 'deuce bigalow: male gigolo', 'monsters vs. aliens', 'blades of glory', 'flubber', 'bandidas', 'hoodwinked too! hood vs. evil', 'hamlet 2', 'alvin and the chipmunks: chipwrecked', 'alvin and the chipmunks: the squeakquel', 'the flintstones', 'Humor Me', 'bandits', 'chicken little']"
crank: high voltage,"['parker', 'fortress', 'the boondock saints ii: all saints day', 'firestarter', 'the one', 'wild card', 'crank', 'gamer', 'transporter 2', 'robocop 3', 'The Fate of the Furious', 'avengers: age of ultron', 'the last castle', 'pacific rim', 'captain america: civil war', 'batman: the dark knight returns, part 2', 'triple 9', 'safe', ""the devil's tomb"", 'skyline', 'death race']"
bullets over broadway,"['deconstructing harry', 'analyze this', 'the curse of the jade scorpion', 'small time crooks', 'hollywood ending', 'bananas', 'anything else', 'hoodwinked!', 'annie hall', 'new york stories', 'littleman', 'mickey blue eyes', 'sleeper', 'everything you always wanted to know about sex * but were afraid to ask', 'faithful', 'around the world in 80 days', 'Can You Ever Forgive Me?', 'darling companion', 'whatever works', 'paul blart: mall cop', 'the jerky boys']"
one night with the king,"['son of god', 'steve jobs', 'the last station', 'Papillon', '12 Strong', 'Ford v Ferrari', 'winnie mandela', 'a dangerous method', 'jefferson in paris', 'the greatest story ever told', 'ramanujan', 'kill the messenger', 'ip man 3', 'gandhi, my father', 'queen of the mountains', 'Paul, Apostle of Christ', 'The Current War', 'seabiscuit', 'american sniper', 'secretariat', '13 hours']"
the quiet american,"['snow falling on cedars', 'original sin', 'a very long engagement', 'the sisterhood of night', 'the saint', 'mrs. winterbourne', 'the words', 'the bone collector', 'the hunting party', 'wicker park', 'chloe', 'inescapable', 'blast from the past', 'birth', 'all good things', 'out of sight', 'where the truth lies', 'extraordinary measures', 'the in crowd', 'Voice from the Stone', 'courage under fire']"
the weather man,"['pain & gain', 'the matador', 'in good company', 'the hoax', 'peggy sue got married', 'The Big Sick', 'sex and the city 2', 'adaptation.', 'Norman: The Moderate Rise and Tragic Fall of a New York Fixer', ""something's gotta give"", 'the family man', 'imagine that', 'the break-up', 'about schmidt', 'lucky numbers', 'the ant bully', 'take me home tonight', 'a serious man', 'the mexican', 'girl 6', 'lisa picard is famous']"
undisputed,"['united passions', 'bullet to the head', 'the protector', 'supercross', 'taxman', 'fight to the finish', 'righteous kill', 'penitentiary', 'made', 'mean machine', 'bronson', 'the longest yard', 'the last of the mohicans', 'million dollar arm', 'resurrecting the champ', 'Female Fight Club', 'one for the money', 'the benchwarmers', 'steel', 'bloodsport', 'play it to the bone']"
ghost town,"['fetching cody', 'coyote ugly', 'hope springs', 'peggy sue got married', 'solitary man', 'flirting with disaster', 'the last five years', 'Youth in Oregon', 'Phillauri', 'mortdecai', 'the good night', 'click', 'the family man', 'virgin territory', 'the front page', 'Mamaboy', 'the curious case of benjamin button', 'the twilight saga: eclipse', 'phenomenon', 'sliding doors', 'dream with the fishes']"
12 rounds,"['faster', 'underclassman', 'prison', 'out of the furnace', 'black rain', 'paparazzi', 'into the blue', 'lethal weapon 3', 'close range', 'Black and Blue', 'heist', 'stone cold', 'El Camino: A Breaking Bad Movie', 'ninja assassin', 'cellular', 'a man apart', 'wanted', 'righteous kill', 'run all night', 'domino', 'street fighter: the legend of chun-li']"
let me in,"['carrie', 'the amityville horror', 'the eye', 'dawn of the planet of the apes', 'dark shadows', ""winter's tale"", 'if i stay', 'night of the living dead', 'the poker house', 'Greta', 'the lake house', 'the woman in black', ""bram stoker's dracula"", 'the wolfman', 'left behind', ""Aaron's Blood"", 'hugo', 'what lies beneath', 'underworld: awakening', 'goosebumps', 'queen of the damned']"
3 ninjas kick back,"['big hero 6', 'big', 'casper', ""charlotte's web"", 'django unchained', 'blade', 'Django', 'A.X.L.', 'hero', 'toy story', 'shanghai knights', 'big trouble in little china', 'Halloween', 'the mask of zorro', 'astro boy', 'the spy next door', 'kung fu panda 2', 'national treasure', 'the angry birds movie', 'antz', 'spy kids']"
be kind rewind,"[""dave chappelle's block party"", 'Blockbuster', 'raising victor vargas', '1982', 'Eu Fico Loko', 'the names of love', 'the green hornet', 'new york stories', 'the good guy', 'defendor', 'Small Town Killers', 'the wackness', 'hits', 'tadpole', 'Damsel', 'I Feel Pretty', 'date movie', 'left behind', 'fruitvale station', 'the kids are all right', 'you kill me']"
mrs henderson presents,"['a mighty wind', 'catch-22', 'florence foster jenkins', 'duets', 'enemy at the gates', 'high fidelity', 'tea with mussolini', 'beyond the sea', 'step up 3d', 'the monuments men', ""all the queen's men"", 'coyote ugly', 'masked and anonymous', 'beyond the valley of the dolls', 'the soloist', 'the good night', 'a room for romeo brass', 'outside bet', 'bandslam', 'Their Finest', 'the cotton club']"
triple 9,"['the boondock saints ii: all saints day', 'the last castle', 'street kings', ""brooklyn's finest"", 'four brothers', 'righteous kill', 'takers', 'parker', 'Den of Thieves', 'i am wrath', 'the boondock saints', 'deuces wild', 'fortress', '15 minutes', 'american heist', 'freeze frame', 'brick mansions', 'Gotti', 'the replacement killers', 'basic', 'the life of david gale']"
deconstructing harry,"['hollywood ending', 'the curse of the jade scorpion', 'bananas', 'anything else', 'small time crooks', 'sleeper', 'to rome with love', 'annie hall', 'everything you always wanted to know about sex * but were afraid to ask', 'new york stories', 'bullets over broadway', 'celebrity', 'radio days', 'whatever works', 'vicky cristina barcelona', '13 going on 30', 'the extra man', 'blue jasmine', 'everyone says i love you', 'antz', 'midnight in paris']"
three to tango,"['serving sara', 'virgin territory', 'an ideal husband', '17 again', 'heartbreakers', 'the whole ten yards', 'along the roadside', 'The Cleanse', 'accidental love', 'ready to rumble', 'simon birch', ""madea's family reunion"", 'town & country', 'hit and run', 'swept away', 'whipped', ""a dog's breakfast"", 'just married', 'inspector gadget', 'failure to launch', 'coyote ugly']"
burnt,"['aloha', 'the hangover part ii', 'friday after next', 'loose cannons', 'joy', 'simply irresistible', ""get rich or die tryin'"", 'the hangover', 'shakespeare in love', 'my beautiful laundrette', 'yes man', 'a thousand words', 'the second best exotic marigold hotel', 'no reservations', '10 cloverfield lane', 'molly', 'hit and run', 'namastey london', 'friday', 'christmas mail', 'Beatriz at Dinner']"
we're no angels,"['analyze that', 'analyze this', 'the intern', 'flawless', 'the joneses', 'city by the sea', '15 minutes', 'cape fear', ""charlie's angels: full throttle"", 'what just happened', 'midnight run', 'tango & cash', 'heist', 'jackie brown', 'grudge match', 'last vegas', 'little fockers', 'righteous kill', 'striptease', 'the godfather: part ii', 'the untouchables']"
everyone says i love you,"['the curse of the jade scorpion', 'new york stories', 'hollywood ending', 'deconstructing harry', 'anything else', 'annie hall', 'romance & cigarettes', 'fame', 'the last five years', 'small time crooks', 'bananas', ""neal 'n' nikki"", 'from justin to kelly', 'to rome with love', ""marilyn hotchkiss' ballroom dancing and charm school"", 'enchanted', 'whatever works', 'four christmases', 'mickey blue eyes', 'sweet home alabama', '200 cigarettes']"
death sentence,"['21 Bridges', 'furious 7', 'Sicario: Day of the Soldado', 'The Equalizer 2', 'shaft', 'street kings', 'Shaft', 'i am wrath', 'payback', 'four brothers', 'ninja assassin', 'a man apart', 'sexy beast', 'crank', 'wanted', 'righteous kill', 'run all night', 'dead man down', 'double impact', 'road house', 'iBoy']"
everybody's fine,"['city by the sea', 'godsend', 'hide and seek', 'men of honor', 'what just happened', ""we're no angels"", 'reindeer games', 'water for elephants', 'little fockers', 'righteous kill', 'the bridge of san luis rey', 'the untouchables', 'the godfather: part ii', 'red lights', 'the intern', 'flawless', ""new year's eve"", 'new york, new york', 'dirty grandpa', 'The Irishman', 'the road']"
