director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Robert C. Cooper,Christopher Judge,Action Adventure Drama Fantasy Sci-Fi,Ben Browder,stargate: the ark of trut,Julian Sands
Richard Linklater,Adam Goldberg,Comedy,Milla Jovovich,dazed and confuse,Cole Hauser
Kenny Ortega,Corbin Bleu,Comedy Drama Family Music Musical Romance,Lucas Grabeel,high school musical ,Olesya Rulin
Kim Nguyen,Justin Edward Seale,Drama Romance,Gordon Pinsent,two lovers and a bea,John Ralston
Jackie Earle Haley,Edi Gathegi,Crime Drama Thriller,Rex Baker,criminal activitie,Travis Aaron Wade
Max Färberböck,Johanna Wokalek,Biography Drama Romance War,Heike Makatsch,aimee & jagua,Maria Schrader
Arie Posin,John Heard,Comedy Drama,Rory Culkin,the chumscrubbe,Tim DeKay
Damian Nieman,Jason Cerbone,Crime Thriller,Glenn Plummer,shad,Mark De Alessandro
Mark Tonderai,Nolan Gerard Funk,Drama Horror Thriller,Jennifer Lawrence,house at the end of the stree,Gil Bellows
Denis Villeneuve,Mélissa Désormeaux-Poulin,Drama Mystery War,Lubna Azabal,incendie,Ahmad Massad
Gabriele Muccino,Silvio Muccino,Comedy Drama Romance,Laura Morante,"remember me, my lov",Giulia Michelini
Ian Fitzgibbon,Brendan Coyle,Action Comedy Crime Drama Romance Thriller,Jim Broadbent,perrier's bount,Michael McElhatton
José Padilha,Fernanda Machado,Action Crime Drama Thriller,Wagner Moura,elite squa,André Ramiro
John R. Leonetti,Annabelle Wallis,Horror Mystery,Alfre Woodard,annabell,Gabriel Bateman
Rachel Perkins,Magda Szubanski,Comedy Drama Musical,Deborah Mailman,bran nue da,Jessica Mauboy
John Singleton,Lloyd Avery II,Crime Drama,John Cothran,boyz n the hoo,Na'Blonka Durden
Luis Valdez,Rosanna DeSoto,Biography Drama Music,Esai Morales,la bamb,Danielle von Zerneck
Alan Alda,Len Cariou,Comedy Drama,Rita Moreno,the four season,Sandy Dennis
Brian De Palma,David Margulies,Mystery Romance Thriller,Angie Dickinson,dressed to kil,Nancy Allen
Stephen Sommers,Frances Conroy,Adventure Comedy Drama Family,Curtis Armstrong,the adventures of huck fin,Anne Heche
Doug Liman,Jay Mohr,Comedy Crime,Sarah Polley,g,Scott Wolf
Nicole Holofcener,Marin Hinkle,Comedy Drama Romance,Greg Germann,friends with mone,Jake Cherry
Robert Wise,Paula Kelly,Sci-Fi Thriller,David Wayne,the andromeda strai,Eric Christmas
Louis Morneau,Bob Gunton,Horror Sci-Fi Thriller,Leon,bat,Ned Bellamy
Caroline Link,Juliane Köhler,Biography Drama,Merab Ninidze,nowhere in afric,Matthias Habich
Steve McQueen,Nicole Beharie,Drama,Michael Fassbender,sham,James Badge Dale
Matthew Vaughn,Sally Hawkins,Crime Drama Thriller,Tom Hardy,layer cak,Jamie Foreman
Sterling Van Wagenen,Eric Johnson,Drama Western,Emily Podleski,the work and the glory ii: american zio,Brenda Strong
Zal Batmanglij,Julia Ormond,Drama Thriller,Alexander Skarsgård,the eas,Jason Ritter
Michael Mayer,Matt Frewer,Drama Romance,Robin Wright,a home at the end of the worl,Sissy Spacek
Hans Petter Moland,Sara-Marie Maltha,Drama,Charlotte Rampling,aberdee,Stellan Skarsgård
Oren Moverman,Yaya DaCosta,Drama Romance War,Steve Buscemi,the messenge,Eamonn Walker
Ian Sharp,Jed Brophy,Action Adventure Drama Western,Ray Winstone,tracke,Temuera Morrison
Anton Corbijn,Samantha Morton,Biography Drama Music,Sam Riley,contro,Alexandra Maria Lara
James Cameron,Brian Thompson,Action Sci-Fi,Michael Biehn,the terminato,Paul Winfield
Wolfgang Becker,Chulpan Khamatova,Drama Romance,Florian Lukas,good bye lenin,Burghart Klaußner
Tom Hooper,Mark Bazeley,Biography Drama Sport,Stephen Graham,the damned unite,Maurice Roëves
Dan O'Bannon,Clu Gulager,Comedy Horror Sci-Fi,Linnea Quigley,the return of the living dea,Beverly Randolph
,Fortunato Cerlino,Crime Drama Thriller,Maria Pia Calzone,gomorrah           ,Marco D'Amore
Kevin Smith,Jason Mewes,Comedy Romance,Ethan Suplee,mallrat,Joey Lauren Adams
Randal Kleiser,Stockard Channing,Musical Romance,Olivia Newton-John,greas,Sid Caesar
Oliver Stone,Tom Berenger,Drama War,Johnny Depp,platoo,Kevin Dillon
Michael Moore,Stevie Wonder,Documentary Drama War,Osama bin Laden,fahrenheit 9/1,Ricky Martin
George Roy Hill,Ted Cassidy,Biography Crime Drama Western,Katharine Ross,butch cassidy and the sundance ki,Kenneth Mars
Robert Stevenson,Glynis Johns,Comedy Family Fantasy Musical,Ed Wynn,mary poppin,Elsa Lanchester
Robert Redford,Elizabeth McGovern,Drama,Adam Baldwin,ordinary peopl,Judd Hirsch
Frank Coraci,Steve Coogan,Action Adventure Comedy,Jim Broadbent,around the world in 80 day,Cécile De France
Jerome Robbins,George Chakiris,Crime Drama Musical Romance Thriller,Rita Moreno,west side stor,Richard Beymer
Harold Ramis,Rodney Dangerfield,Comedy Sport,Bill Murray,caddyshac,Brian Doyle-Murray
Gary Hardwick,Tatyana Ali,Comedy Drama,Julie Benz,the brother,Jenifer Lewis
Rick Famuyiwa,Tamala Jones,Comedy Drama Romance,Omar Epps,the woo,Richard T. Jones
Bryan Singer,Chazz Palminteri,Crime Drama Mystery Thriller,Kevin Spacey,the usual suspect,Kevin Pollak
Stephen Hopkins,Kelly Jo Minter,Fantasy Horror Romance Thriller,Lisa Wilcox,a nightmare on elm street 5: the dream chil,Matthew Borlenghi
Walt Becker,Curtis Armstrong,Comedy Romance,Ryan Reynolds,van wilder: party liaiso,Erik Estrada
Darren Aronofsky,John D'Leo,Drama Sport,Mark Margolis,the wrestle,Ajay Naidu
King Vidor,Lillian Gish,Drama Romance Western,Joseph Cotten,duel in the su,Jennifer Jones
Christopher Guest,Catherine O'Hara,Comedy,John Michael Higgins,best in sho,Michael McKean
John Carpenter,Adrienne Barbeau,Action Sci-Fi,Donald Pleasence,escape from new yor,Tom Atkins
Spike Lee,Ossie Davis,Comedy Drama Musical,Tisha Campbell-Martin,school daz,Bill Nunn
Fred Savage,Brian Doyle-Murray,Comedy Family,Lochlyn Munro,daddy day cam,Tamala Jones
Sammo Kam-Bo Hung,Richard Norton,Action Comedy Crime,Sammo Kam-Bo Hung,mr. nice gu,Rachel Blakely
Christopher Guest,Christopher Guest,Comedy Music,Michael McKean,a mighty win,Laura Harris
Donald Petrie,Lili Taylor,Comedy Drama Romance,Julia Roberts,mystic pizz,Conchata Ferrell
,Tuppence Middleton,Drama History Romance War,Jim Broadbent,war & peace           ,Lily James
Peter Howitt,Kevin McNally,Comedy Drama Fantasy Romance,Jeanne Tripplehorn,sliding door,John Lynch
Rusty Cundieff,Clarence Williams III,Comedy Horror Thriller,Corbin Bernsen,tales from the hoo,David Alan Grier
Kevin Macdonald,Simon McBurney,Biography Drama History Thriller,David Oyelowo,the last king of scotlan,Abby Mukiibi Nkaaga
Dominique Othenin-Girard,Tamara Glynn,Horror Thriller,Donald Pleasence,halloween ,Troy Evans
Richard Linklater,Brandon Smith,Comedy Crime Drama,Matthew McConaughey,berni,Rick Dial
Jean-Jacques Mantello,Daryl Hannah,Adventure Documentary Short,Charlotte Rampling,dolphins and whales 3d: tribes of the ocea,unknown
Ed Harris,Bud Cort,Biography Drama,John Heard,polloc,Amy Madigan
Risa Bramon Garcia,Dave Chappelle,Comedy Drama Romance,Janeane Garofalo,200 cigarette,Gaby Hoffmann
Brian Klugman,Bradley Cooper,Drama Mystery Romance Thriller,J.K. Simmons,the word,Olivia Wilde
Matt Piedmont,Adrian Martinez,Comedy Western,Will Ferrell,casa de mi padr,Luis E. Carazo
Raymond De Felitta,Curtiss Cook,Comedy Drama,Ezra Miller,city islan,Dominik García-Lorido
John Michael McDonagh,Fionnula Flanagan,Comedy Crime Thriller,Don Cheadle,the guar,Wale Ojo
Deb Hagan,Alona Tal,Comedy,Drake Bell,colleg,Haley Bennett
Sofia Coppola,Kathleen Turner,Drama Romance,Kirsten Dunst,the virgin suicide,Scott Glenn
Mark Herman,Annette Badland,Comedy Drama Music Romance,Jim Broadbent,little voic,Brenda Blethyn
Zach Cregger,Windell Middlebrooks,Comedy Romance,Hugh M. Hefner,miss marc,Raquel Alessi
Zach Braff,Josh Gad,Comedy Drama,Jim Parsons,wish i was her,Michael Weston
Mark Tarlov,Dylan Baker,Comedy Drama Fantasy Romance,Sarah Michelle Gellar,simply irresistibl,Lawrence Gilliard Jr.
,Jason Dohring,Crime Drama Mystery,Francis Capra,veronica mars           ,Enrico Colantoni
John Cameron Mitchell,Miriam Shor,Comedy Drama Music Musical,John Cameron Mitchell,hedwig and the angry inc,Andrea Martin
Sheldon Lettich,Ryan Bollman,Action Drama,Antoni Corone,only the stron,Todd Susman
Jon Knautz,Monda Scott,Drama Horror Mystery Thriller,Rachel Alig,goddess of lov,Alexis Kendra
Billy Ray,Rosario Dawson,Drama History,Hayden Christensen,shattered glas,Cas Anvar
David Atkins,Lynne Thigpen,Comedy Crime Drama Thriller,Chelcie Ross,novocain,Polly Noonan
Patrick Stettner,Tony Devon,Drama Thriller,Stockard Channing,the business of stranger,Frederick Weller
Sam Peckinpah,Warren Oates,Action Adventure Western,William Holden,the wild bunc,L.Q. Jones
Jonathan Levine,Aaron Yoo,Comedy Drama Romance,Mary-Kate Olsen,the wacknes,Method Man
Michael Crichton,Michael Elphick,Adventure Crime Drama Thriller,Lesley-Anne Down,the great train robber,Pamela Salem
Lynne Ramsay,Bryan Dick,Drama,Samantha Morton,morvern calla,Paul Popplewell
Sylvio Tabet,Kari Wuhrer,Action Adventure Fantasy Sci-Fi,Michael Berryman,beastmaster 2: through the portal of tim,Marc Singer
Rick Bieber,Kendrick Cross,Biography Drama Sport,Aidan Quinn,the 5th quarte,Sammy Nagi Njuguna
Claude Chabrol,Nathalie Baye,Drama,Benoît Magimel,the flower of evi,Mélanie Doutey
Shana Feste,Zoë Kravitz,Drama Romance,Jennifer Ehle,the greates,Cara Seymour
Wayne Wang,Russell Wong,Drama History,Bingbing Li,snow flower and the secret fa,Ji-hyun Jun
Joey Lauren Adams,Diane Ladd,Drama Romance,Tim Blake Nelson,come early mornin,Ritchie Montgomery
Peter Cattaneo,Olivia Williams,Comedy Crime Romance,James Nesbitt,lucky brea,Peter McNamara
Fred Zinnemann,Jane Fonda,Drama,Meryl Streep,juli,Vanessa Redgrave
S.R. Bindler,Scott Glenn,Comedy,Matthew McConaughey,"surfer, dud",Sarah Wright
Tony Kaye,Pat Buchanan,Documentary,Noam Chomsky,lake of fir,Bill Baird
Greg Marcks,Barbara Hershey,Comedy Crime Drama,Henry Thomas,11:1,Shawn Hatosy
Perry Lang,Kevin Tighe,Action Drama Thriller,Catherine Bell,men of wa,Tim Guinee
Jake Goldberger,M. Emmet Walsh,Drama Mystery Thriller,Pruitt Taylor Vince,don mcka,Robert Wahlberg
Stefan Ruzowitzky,Olivia Wilde,Crime Drama Thriller,Charlie Hunnam,deadfal,Sissy Spacek
Vic Sarin,Aidan Quinn,Drama Family,Connie Nielsen,a shine of rainbow,John Bell
William Kaufman,Sean Cook,Action Thriller,Drew Waters,the hit lis,Cole Hauser
,Blake Ritson,Comedy Drama Romance,Romola Garai,emma           ,Rupert Evans
David Cronenberg,Leslie Carlson,Horror Mystery Sci-Fi Thriller,Debbie Harry,videodrom,Reiner Schwarz
Cédric Klapisch,Cécile De France,Comedy Drama,Romain Duris,l'auberge espagnol,Iddo Goldberg
Kate Barker-Froyland,Shawn Parsons,Drama Music,Anne Hathaway,song on,Li Jun Li
Barbet Schroeder,Chris Penn,Crime Mystery Thriller,Ryan Gosling,murder by number,Agnes Bruckner
Martin Koolhoven,Tygo Gernandt,Drama History War,Yorick van Wageningen,winter in wartim,Martijn Lakemeier
Charles Matthau,Michael Jai White,Comedy Crime Thriller,Billy Burke,freaky deak,Bill Duke
John Frankenheimer,Paul Scofield,Thriller War,Jeanne Moreau,the trai,Michel Simon
Christopher M. Bessette,John Billingsley,Drama Thriller,Mira Sorvino,trade of innocent,Trieu Tran
Prachya Pinkaew,Nathan Jones,Action Crime Drama Thriller,Jon Foo,the protecto,Johnny Nguyen
Gary Sinyor,Frank Finlay,Comedy,Sean Pertwee,stiff upper lip,Samuel West
,Belinda Stewart-Wilson,Comedy Romance,Simon Bird,the inbetweeners           ,James Buckley
Gurinder Chadha,Parminder Nagra,Comedy Drama Romance Sport,Archie Panjabi,bend it like beckha,Anupam Kher
John Sayles,Edie Falco,Drama Romance,Miguel Ferrer,sunshine stat,Timothy Hutton
Preston A. Whitmore II,Wayne Brady,Action Sport,Wesley Jonathan,crossove,Eva Marcille
Ashish R. Mohan,Mithun Chakraborty,Action Comedy,Asin,khiladi 78,Johnny Lever
Jaume Balagueró,Pablo Rosso,Horror,Jonathan D. Mellor,[rec] ,Andrea Ros
Stewart Raffill,Alexis Biesiada,Musical,Kayla Jackson,standing ovatio,Kayla Raparelli
George Roy Hill,Robert Shaw,Comedy Crime Drama,Eileen Brennan,the stin,Ray Walston
Hugh Hudson,Ben Cross,Biography Drama Sport,Alice Krige,chariots of fir,John Gielgud
Darren Grant,Kimberly Elise,Comedy Drama Romance,Cicely Tyson,diary of a mad black woma,Tamara Taylor
Scott Hicks,Armin Mueller-Stahl,Biography Drama Music Romance,Noah Taylor,shin,Nicholas Bell
Joseph Gordon-Levitt,Scarlett Johansson,Comedy Drama Romance,Joseph Gordon-Levitt,don jo,Tony Danza
Clint Eastwood,Richard Bull,Mystery Western,Clint Eastwood,high plains drifte,John Hillerman
Terry Zwigoff,Steve Buscemi,Comedy Drama,Scarlett Johansson,ghost worl,T.J. Thyne
Richard Eyre,Jim Broadbent,Biography Drama Romance,Kate Winslet,iri,Kris Marshall
William Sachs,Avery Schreiber,Comedy Sci-Fi,Stephen Macht,galaxin,Angelo Rossitto
Christophe Barratier,François Berléand,Drama Music,Jean-Baptiste Maunier,the choru,Gérard Jugnot
Émile Gaudreault,Luke Kirby,Comedy Drama,Paul Sorvino,mambo italian,Claudia Ferri
James Cox,Louis Lombardi,Crime Drama Mystery Thriller,Alexis Dziena,wonderlan,Franky G
Spike Lee,John Savage,Drama,Ruby Dee,do the right thin,Danny Aiello
James Toback,Eric Stoltz,Comedy Crime Drama Romance Thriller,Sarah Michelle Gellar,harvard ma,Joey Lauren Adams
Aki Kaurismäki,Kati Outinen,Comedy Drama,Jean-Pierre Léaud,le havr,Jean-Pierre Darroussin
Gaspar Noé,Albert Dupontel,Crime Drama Mystery Thriller,Philippe Nahon,irreversibl,Jo Prestia
Hitoshi Matsumoto,Hitoshi Matsumoto,Comedy Drama,Lindsay Kay Hayward,r10,Shinobu Terajima
Rakeysh Omprakash Mehra,Steven Mackintosh,Comedy Drama History Romance,Anupam Kher,rang de basant,Madhavan
Collin Schiffli,John Heard,Drama,Kim Shaw,animal,David Dastmalchian
George Ratliff,Cree Kelly,Action Comedy Drama Thriller,Jim Gaffigan,salvation boulevar,Mike Eshaq
David Wain,Ken Marino,Comedy Romance,Jon Hamm,the te,Ron Silver
Shane Meadows,Paddy Considine,Comedy Drama,Bob Hoskins,a room for romeo bras,Shane Meadows
Morten Tyldum,Synnøve Macody Lund,Crime Drama Thriller,Aksel Hennie,headhunter,Julie R. Ølgaard
Jon Wright,Richard Coyle,Comedy Horror Sci-Fi Thriller,Russell Tovey,grabber,Bronagh Gallagher
Michael McGowan,Adam Butcher,Comedy Drama Sport,Campbell Scott,saint ralp,Gordon Pinsent
Liv Ullmann,Jessica Chastain,Drama Romance,Samantha Morton,miss juli,Colin Farrell
Jeannot Szwarc,Bill Erwin,Drama Fantasy Romance,Teresa Wright,somewhere in tim,George Voskovec
Rohan Sippy,Bipasha Basu,Action Crime Drama Thriller,Abhishek Bachchan,dum maaro du,Prateik
James Wan,Barbara Hershey,Fantasy Horror Thriller,Lin Shaye,insidious: chapter ,Leigh Whannell
Darren Lynn Bousman,Tony Nappo,Horror Mystery,Emmanuelle Vaugier,saw i,Shawnee Smith
Dan Trachtenberg,John Gallagher Jr.,Drama Horror Mystery Sci-Fi Thriller,Bradley Cooper,10 cloverfield lan,Sumalee Montano
Jeff Tremaine,Steve-O,Comedy Documentary,Bam Margera,jackass: the movi,Chris Pontius
David F. Sandberg,Amiah Miller,Horror,Billy Burke,lights ou,Gabriel Bateman
Henry Joost,Sprague Grayden,Horror,Johanna Braddy,paranormal activity ,Christopher Nicholas Smith
Stiles White,Shelley Hennig,Fantasy Horror,Lin Shaye,ouij,Daren Kagasoff
Chuck Russell,Heather Langenkamp,Action Fantasy Horror Thriller,John Saxon,a nightmare on elm street 3: dream warrior,Jennifer Rubin
Joel Edgerton,Allison Tolman,Mystery Thriller,Busy Philipps,the gif,Wendell Pierce
Eugenio Derbez,Jessica Lindsey,Comedy Drama,Eugenio Derbez,instructions not include,Hugo Stiglitz
Henry Joost,Brendon Eggertsen,Horror,Matt Shively,paranormal activity ,Alisha Boe
Henry Koster,Jean Simmons,Drama History,Richard Burton,the rob,Victor Mature
Blake Edwards,Herbert Lom,Comedy Crime Mystery,Burt Kwouk,the return of the pink panthe,Catherine Schell
Rachel Talalay,Tom Arnold,Comedy Fantasy Horror Thriller,Johnny Depp,freddy's dead: the final nightmar,Yaphet Kotto
Patty Jenkins,Bruce Dern,Biography Crime Drama Thriller,Charlize Theron,monste,Pruitt Taylor Vince
Richard Fleischer,Robert J. Wilke,Adventure Drama Family Fantasy Sci-Fi,James Mason,"20,000 leagues under the se",Paul Lukas
Christopher Landon,Gloria Sandoval,Fantasy Horror Thriller,Richard Cabral,paranormal activity: the marked one,Molly Ephraim
David Lynch,Anne Bancroft,Biography Drama,Anthony Hopkins,the elephant ma,Dexter Fletcher
Jean-Marc Vallée,Jennifer Garner,Biography Drama,Matthew McConaughey,dallas buyers clu,Denis O'Hare
David Gelb,Mark Duplass,Horror Sci-Fi Thriller,Olivia Wilde,the lazarus effec,Donald Glover
Christopher Nolan,Thomas Lennon,Mystery Thriller,Callum Rennie,mement,Jorja Fox
Mike Flanagan,Rory Cochrane,Horror Mystery,James Lafferty,oculu,Garrett Ryan
Kevin Smith,Jason Mewes,Comedy,Ethan Suplee,clerks i,Brian O'Halloran
Stephen Daldry,Gary Lewis,Drama Music,Julie Walters,billy ellio,Jamie Draven
Nat Faxon,Liam James,Comedy Drama,Steve Carell,the way way bac,Jim Rash
George Jackson,Tisha Campbell-Martin,Comedy Drama Music Romance,William Schallert,house party ,Helen Martin
George Miller,Jack Thompson,Adventure Drama Family Romance Western,Tony Bonner,the man from snowy rive,Tom Burlinson
Maurice Joyce,Constance Shulman,Animation Comedy Family,Frank Welker,doug's 1st movi,Alice Playten
Robert Duvall,Todd Allen,Drama,John Beasley,the apostl,June Carter Cash
Frank Perry,Xander Berkeley,Biography Drama,Faye Dunaway,mommie deares,Diana Scarwid
Jesse Peretz,Adam Scott,Comedy Drama,Zooey Deschanel,our idiot brothe,Steve Coogan
Stephen Hopkins,Tony Curran,Biography Drama Sport,William Hurt,rac,David Kross
Ice Cube,Monica Calhoun,Comedy Drama,Bernie Mac,the players clu,Chrystale Wilson
Tim Blake Nelson,Andrew Keegan,Drama Romance Thriller,Mekhi Phifer,,John Heard
John Erick Dowdle,Edwin Hodge,Horror Mystery Thriller,Ben Feldman,"as above, so belo",Perdita Weeks
Bille Woodruff,Cameron Mills,Drama Thriller,Boris Kodjoe,addicte,Sharon Leal
Kasi Lemmons,Lynn Whitfield,Drama,Jurnee Smollett-Bell,eve's bayo,Diahann Carroll
Richard Glatzer,Hunter Parrish,Drama,Kristen Stewart,still alic,Seth Gilliam
Michael Curtiz,Peter Ustinov,Drama History,Gene Tierney,the egyptia,Jean Simmons
Bruce Malmuth,Lindsay Wagner,Action Crime Thriller,Sylvester Stallone,nighthawk,Persis Khambatta
Rob Hedden,Peter Mark Richman,Adventure Horror,Kane Hodder,friday the 13th part viii: jason takes manhatta,Scott Reeves
Joel Zwick,Louis Mandylor,Comedy Family Romance,Nia Vardalos,my big fat greek weddin,Lainie Kazan
Harmony Korine,Heather Morris,Crime Drama,James Franco,spring breaker,Rachel Korine
Joe Chappelle,Kim Darby,Horror Thriller,Donald Pleasence,halloween: the curse of michael myer,Mitchell Ryan
Alfonso Cuarón,Daniel Giménez Cacho,Adventure Comedy Drama Romance,Maribel Verdú,y tu mamá tambié,María Aura
Edgar Wright,Dylan Moran,Comedy Horror,Peter Serafinowicz,shaun of the dea,Rafe Spall
Mickey Liddell,Randy Wayne,Drama Horror Thriller,Jessica Lowndes,the haunting of molly hartle,Haley Bennett
John Sayles,Clifton James,Drama Mystery,Matthew McConaughey,lone sta,Miriam Colon
Dwight H. Little,Kathleen Kinmont,Horror Thriller,Donald Pleasence,halloween 4: the return of michael myer,Ellie Cornell
Fred Walton,Deborah Foreman,Horror Mystery,Thomas F. Wilson,april fool's da,Clayton Rohner
Barry Levinson,Daniel Stern,Comedy Drama,Steve Guttenberg,dine,Ellen Barkin
Steve Carver,William Sanderson,Action Crime Drama Thriller Western,David Carradine,lone wolf mcquad,Robert Beltran
Gonzalo López-Gallego,Ryan Robbins,Horror Mystery Sci-Fi Thriller,Warren Christie,apollo 1,Andrew Airlie
Christine Jeffs,Mary Lynn Rajskub,Comedy Drama,Clifton Collins Jr.,sunshine cleanin,Paul Dooley
John Erick Dowdle,Claire Geare,Action Thriller,Sterling Jerins,no escap,Sahajak Boonthanakit
Don Coscarelli,John Amos,Action Adventure Fantasy,Vanna Bonta,the beastmaste,Rip Torn
King Vidor,George Sanders,Drama History Romance War,Gina Lollobrigida,solomon and sheb,Finlay Currie
Michael Tiddes,Mike Epps,Comedy,Fred Willard,fifty shades of blac,Russell Peters
Bill Duke,Jenifer Lewis,Drama Romance,Eddie Cibrian,not easily broke,Wood Harris
Frank Borzage,Helen Hayes,Drama Romance War,Gary Cooper,a farewell to arm,Adolphe Menjou
Bille Woodruff,Brandy Norwood,Comedy Romance,Donald Faison,the perfect matc,Lauren London
Mamoru Hosoda,Colleen O'Shaughnessey,Action Adventure Animation Family Sci-Fi,Lara Jill Miller,digimon: the movi,Mona Marshall
